"division","Familie","species_GermanSL","forest","ind_L","ind_T","ind_K","ind_F","ind_R","ind_N","sub_soil","sub_rock","sub_wood","sub_bark","hemeroby","growth_form","stems","shoot_length","life_form","life_strat","life_strat2","protonema","hyalin_hairp","dominants","dist_gamet","dist_gamet2","seta_length","capsule_pos","capsule_peris","spores","ornament","fruit_freq","fruit_seas","veg_tub","veg_gem","veg_bulb","veg_bran","veg_leav"
"Bryophyta","Bryaceae","Bryum pallens","M2.2","7","3","6","7","7",4,1,1,0,0,6,"O","erect",6,"turf","s","",0,0,0,"Dioicous","","3","inclined to pendulous",1,21,"flat","rare","summer to autumn",0,1,0,0,1
"Bryophyta","Bryaceae","Bryum pallescens","M2.2","7","Ind","5","4","7",4,1,1,0,0,6,"O","erect",5,"turf","c","",0,0,0,"Monoicous","Synoicous or autoicous","3 \ 4","inclined to pendulous",1,19,"papillose","common","winter to summer",0,0,0,0,0
"Bryophyta","Bryaceae","Bryum pseudotriquetrum","M2.2","Ind","Ind","Ind","Ind","Ind",3,1,1,0,0,3,"O","erect",8,"turf","p","c",0,0,0,"Dioicous","","3","inclined to pendulous",1,15,"flat","occasional","summer to autumn",0,1,0,0,0
"Bryophyta","Bryaceae","Bryum rubens","M2.2","8","6","5","5","Ind",6,1,0,0,0,7,"O","erect",0.85,"turf","c","",0,0,0,"Dioicous","","3","inclined to pendulous",1,9,"","occasional","spring",1,0,0,0,0
"Bryophyta","Bryaceae","Bryum subelegans","M2.1","5","5","5","5","6",4,1,1,1,1,5,"O","erect",2.25,"turf","c","",0,1,0,"Dioicous","","3","inclined",1,11,"","rare","spring",0,1,0,0,1
"Bryophyta","Bryaceae","Bryum tenuisetum","","8","4","3","6","4",3,1,0,0,0,6,"O","erect",0.6,"turf","c","",0,0,0,"Dioicous","","3","inclined to pendulous",1,14,"","frequent","",1,0,0,0,0
"Bryophyta","Bryaceae","Bryum weigelii","","8","2","6","8","4",3,0,1,0,0,2,"O","erect",12,"turf","l","",0,0,0,"Dioicous","","3","inclined to pendulous",1,30,"","rare","",0,0,0,0,0
"Bryophyta","Bryaceae","Leptobryum pyriforme","M2.2","Ind","Ind","5","6","7",7,1,1,0,0,6,"O","erect",2,"turf","f","",0,0,0,"Monoicous","Synoicous","3","inclined to pendulous",1,15,"","common","spring to summer",1,0,0,0,0
"Bryophyta","Bryaceae","Mielichhoferia mielichhoferiana","M2.2","3","3","4","6","2",1,0,1,0,0,3,"O","erect",1,"turf","a","p",0,0,0,"Dioicous","","3","erect",1,12,"","rare","summer",0,0,0,0,0
"Bryophyta","Bryaceae","Orthodontium lineare","M1.1","4","6","4","5","2",4,1,1,1,1,5,"O","erect",20,"turf","c","",0,0,0,"Monoicous","Autoicous","2","erect",1,18,"","common","spring to summer",0,0,0,0,0
"Bryophyta","Bryaceae","Plagiobryum demissum","M2.1","4","1","4","6","8",2,1,1,0,0,2,"O","erect",2,"turf","s","",0,NA,0,"Dioicous","","1","inclined to pendulous",1,27.5,"","frequent","summer to autumn",0,0,0,0,0
"Bryophyta","Bryaceae","Plagiobryum zierii","M1.1","4","1","6","7","8",2,1,1,0,0,2,"O","erect",1.5,"turf","l","",0,0,0,"Dioicous","","2","inclined",1,37,"","frequent","spring to autumn",0,0,0,0,0
"Bryophyta","Bryaceae","Pohlia andalusica","M2.2","8","2","4","6","4",2,1,0,0,0,6,"O","erect",0.25,"turf","c","p",0,0,0,"Dioicous","","3","inclined to pendulous",1,19,"papillose","rare","summer",0,0,1,0,0
"Bryophyta","Bryaceae","Pohlia annotina","M2.2","8","3","6","6","4",3,1,1,0,0,7,"O","erect",1.75,"turf","c","p",0,0,0,"Dioicous","","3","inclined to pendulous",1,18,"papillose","very rare","summer",0,0,1,0,0
"Bryophyta","Bryaceae","Pohlia bulbifera","","8","3","4","6","3",3,1,1,0,0,4,"O","erect",1.25,"turf","c","",0,0,0,"Dioicous","","3","inclined to pendulous",1,19,"papillose","rare","summer",0,0,1,0,0
"Bryophyta","Bryaceae","Pohlia camptotrachela","","","","","","",3,1,1,0,0,4,"O","erect",1.25,"turf","c","",0,0,0,"Dioicous","","3","inclined to pendulous",1,19,"papillose","very rare","summer",0,0,1,0,0
"Bryophyta","Bryaceae","Pohlia cruda","M1.1","4","Ind","5","5","5",2,1,1,0,0,3,"O","erect",4,"turf","c","p",0,0,0,"Dioicous or Monoicous","Synoicous or autoicous","3","inclined to pendulous",1,21,"papillose","occasional","summer",0,0,0,0,0
"Bryophyta","Bryaceae","Pohlia drummondii","M2.2","9","1","6","7","2",2,1,1,0,0,4,"O","erect",5.5,"turf","c","",0,0,0,"Dioicous","","3","inclined to pendulous",1,16,"papillose","rare","summer",0,0,1,0,0
"Bryophyta","Bryaceae","Pohlia elongata","M1.2","Ind","Ind","Ind","Ind","Ind",3,1,1,0,0,4,"O","erect",2.75,"turf","c","p",0,0,0,"Monoicous","Synoicous or paroicous","2 \ 3","inclined",1,20,"papillose","common","summer to autumn",0,0,0,0,0
"Bryophyta","Bryaceae","Pohlia filum","M2.2","9","1","6","4","2",2,1,0,0,0,3,"O","erect",4,"turf","c","p",0,0,0,"Dioicous","","3","inclined to pendulous",1,17,"papillose","rare","spring to summer",0,0,1,0,0
"Bryophyta","Bryaceae","Pohlia lescuriana","M2.2","4","2","4","6","3",4,1,0,0,0,7,"O","erect",5,"turf","c","p",0,0,0,"Dioicous","","2","pendulous",1,13.5,"grained","occasional","winter to spring",1,0,0,0,0
"Bryophyta","Bryaceae","Pohlia longicollis","M1.1","4","1","6","6","2",NA,1,1,0,0,2,"O","erect",2.5,"cushion","c","",0,0,0,"Dioicous","","3","inclined",1,21,"papillose","","summer",0,0,0,0,0
"Bryophyta","Bryaceae","Pohlia lutescens","M1.2","3","5","5","5","3",4,1,0,0,0,6,"O","erect",5.5,"turf","c","",0,0,0,"Dioicous","","3","erect",1,15,"flat","rare","spring",1,0,0,0,0
"Bryophyta","Bryaceae","Pohlia melanodon","M2.1","Ind","3","5","5","6",6,1,0,0,0,4,"O","erect",1.5,"turf","c","s",0,0,0,"Dioicous","","2","pendulous",1,18,"grained","occasional","winter to spring",1,0,0,0,0
"Bryophyta","Bryaceae","Pohlia nutans","M2.1","","","","","",NA,1,1,1,1,6,"O","erect",2,"turf","c","p",0,0,0,"Monoicous","Paroicous","3","inclined to pendulous",1,19.5,"papillose","frequent","spring to summer",0,0,0,0,0
"Bryophyta","Bryaceae","Pohlia nutans","M2.1","","","","","",NA,1,1,1,1,6,"O","erect",2,"turf","c","p",0,0,0,"Monoicous","Paroicous","3","inclined to pendulous",1,19.5,"papillose","frequent","spring to summer",0,0,0,0,0
"Bryophyta","Bryaceae","Pohlia proligera","M1.2","6","1","6","5","3",3,0,1,0,0,4,"O","erect",2,"turf","c","p",0,0,0,"Dioicous","","3","inclined to pendulous",1,17.5,"papillose","","summer",0,0,1,0,0
"Bryophyta","Bryaceae","Pohlia sphagnicola","M2.2","7","2","Ind","7","1",NA,1,0,0,0,1,"O","erect",6,"turf","c","p",0,0,0,"Dioicous","","3","inclined to pendulous",1,12.5,"grained","very rare","summer",0,0,0,0,0
"Bryophyta","Bryaceae","Pohlia wahlenbergii","M2.1","Ind","Ind","Ind","Ind","Ind",4,1,0,0,0,3,"O","erect",7.75,"turf","p","c",0,0,0,"Dioicous","","3","pendulous",1,18,"grained","rare","summer",0,0,0,0,0
"Bryophyta","Bryaceae","Rhodobryum ontariense","M1.2","6","5","7","5","8",NA,1,1,0,0,3,"O","erect",2.5,"dendroid","c","",0,0,0,"Dioicous","","3","inclined to pendulous",1,20,"","rare","autumn to spring",0,0,0,0,0
"Bryophyta","Bryaceae","Rhodobryum roseum","M2.1","4","3","6","6","7",2,1,0,0,0,3,"O","erect",5,"dendroid","c","",0,0,0,"Dioicous","","3","pendulous",1,20,"","very rare","autumn",0,0,0,0,0
"Bryophyta","Buxbaumiaceae","Buxbaumia aphylla","M1.2","7","3","6","5","2",2,1,0,0,0,2,"O","erect",0.2,"turf","f","",1,0,0,"Dioicous","","2","inclined",1,11.5,"flat","common","spring to summer",0,0,0,0,0
"Bryophyta","Buxbaumiaceae","Buxbaumia viridis","M1.1","2","4","6","6","5",2,1,0,1,1,1,"O","erect",1.75,"annual","f","",1,0,0,"Dioicous","","3","inclined",1,10,"flat","common","autumn",0,0,0,0,0
"Bryophyta","Buxbaumiaceae","Diphyscium foliosum","M1.2","7","3","4","4","4",1,1,1,0,0,4,"O","erect",0.5,"turf","f","",1,0,0,"Dioicous","","1","immersed",1,10.5,"papillose","frequent","spring to autumn",0,0,0,0,0
"Bryophyta","Cinclidotaceae","Cinclidotus aquaticus","M2.2","9","8","6","9","9",NA,0,1,1,1,4,"P","floating",25,"turf","c","",0,0,0,"Dioicous","","1 \ 2","erect",1,NA,"","","spring",0,0,0,0,0
"Bryophyta","Cinclidotaceae","Cinclidotus danubicus","M2.2","9","7","7","8","7",NA,0,1,1,1,4,"P","floating",15,"turf","c","",0,0,0,"Dioicous","","","",1,NA,"","","",0,0,0,0,0
"Bryophyta","Cinclidotaceae","Cinclidotus fontinaloides","M2.2","7","4","5","8","8",4,0,1,1,1,6,"P","floating",2,"turf","c","",0,0,0,"Dioicous","","1","immersed",1,19,"","frequent","spring to summer",0,0,0,0,0
"Bryophyta","Cinclidotaceae","Cinclidotus riparius","M2.2","9","6","7","7","7",4,0,1,1,1,NA,"P","floating",1,"turf","c","",0,0,0,"Dioicous","","3 \ 4","erect",1,16,"","rare","summer",0,0,0,0,0
"Bryophyta","Climaciaceae","Climacium dendroides","M2.1","7","3","5","6","5",3,1,1,0,0,4,"O","erect",6,"dendroid","p","c",0,0,0,"Dioicous","","3","erect",1,20,"","very rare","autumn to winter",0,0,0,0,0
"Bryophyta","Cryphaeaceae","Cryphaea heteromalla","M2.2","7","6","4","4","6",5,0,0,0,1,NA,"P","procumbent to ascending",1.5,"mat","p","",0,0,0,"Monoicous","Autoicous","1","erect",1,16.5,"","common","winter",0,0,0,0,0
"Bryophyta","Dicranaceae","Campylopus flexuosus","M2.1","7","4","3","6","1",1,1,1,1,1,5,"O","erect",4.75,"turf","c","",0,0,0,"Dioicous","","3","inclined",1,15,"","occasional","spring",1,0,0,1,1
"Bryophyta","Dicranaceae","Campylopus fragilis","M2.1","8","4","3","5","2",2,1,1,0,0,4,"O","erect",1,"turf","c","",0,0,0,"Dioicous","","2","erect to inclined",1,14.5,"","occasional","summer",1,0,0,0,1
"Bryophyta","Dicranaceae","Campylopus introflexus","M2.1","8","6","3","2","2",2,1,0,1,0,6,"O","erect",2.75,"turf","p","",0,1,1,"Dioicous","","2","inclined",1,12,"","occasional","spring",0,0,0,1,1
"Bryophyta","Dicranaceae","Campylopus pyriformis","M2.2","8","4","3","5","1",2,1,0,1,0,6,"O","erect",1.85,"mat","c","",0,0,0,"Dioicous","","3","inclined",1,12.5,"","occasional","spring",1,0,0,1,1
"Bryophyta","Dicranaceae","Campylopus subulatus","","9","3","2","4","2",2,1,1,1,0,6,"O","erect",2.7,"turf","c","",0,0,0,"Dioicous","","2","erect",1,22.5,"","very rare","",0,0,0,1,0
"Bryophyta","Dicranaceae","Cnestrum schisti","M1.2","9","2","7","3","4",NA,1,1,0,0,NA,"O","erect",0.6,"cushion","c","",0,NA,0,"Monoicous","Autoicous","1","erect",1,13,"","common","",0,0,0,0,0
"Bryophyta","Dicranaceae","Cynodontium bruntonii","M1.2","4","4","4","3","2",3,0,1,0,0,2,"O","erect",2,"cushion","c","",0,0,0,"Monoicous","Autoicous","3","erect",1,17,"papillose","frequent","spring to summer",1,0,0,0,0
"Bryophyta","Dicranaceae","Cynodontium fallax","M1.1","5","1","6","6","2",1,0,1,0,0,2,"O","erect",13,"cushion","c","",0,NA,0,"Monoicous","Autoicous","2","erect",1,20.5,"","common","summer",0,0,0,0,0
"Bryophyta","Dicranaceae","Cynodontium gracilescens","M2.1","4","3","7","6","2",NA,1,1,0,0,NA,"O","erect",2,"turf","c","p",0,NA,0,"Monoicous","Autoicous","3","erect",1,18.5,"","common","summer",0,0,0,0,0
"Bryophyta","Dicranaceae","Cynodontium jenneri","M1.2","4","3","2","6","1",1,0,1,0,0,2,"O","erect",4,"cushion","c","p",0,NA,0,"Monoicous","Autoicous","2","erect",1,21,"","common","summer",0,0,0,0,0
"Bryophyta","Dicranaceae","Cynodontium polycarpum","M2.1","Ind","Ind","Ind","Ind","Ind",NA,1,1,1,1,2,"O","erect",3,"turf","c","",0,0,0,"Monoicous","Autoicous","2","erect",1,22.5,"papillose","common","summer",0,0,0,0,0
"Bryophyta","Dicranaceae","Cynodontium polycarpum var. strumiferum","M2.1","9","3","6","3","2",1,1,1,0,0,3,"O","erect",5,"cushion","c","p",0,0,0,"Monoicous","Autoicous","2","erect",1,21,"papillose","common","summer",0,0,0,0,0
"Bryophyta","Dicranaceae","Cynodontium tenellum","M1.2","3","2","6","5","2",1,1,1,0,0,2,"O","erect",2,"cushion","c","p",0,0,0,"Monoicous","Autoicous","2","erect",1,18,"papillose","common","summer",0,0,0,0,0
"Bryophyta","Dicranaceae","Dichodontium pellucidum","","5","3","6","7","7",2,1,1,1,1,3,"O","erect",7,"turf","c","p",0,0,0,"Dioicous","","2","inclined",1,16,"papillose","occasional","autumn to spring",0,1,0,0,0
"Bryophyta","Dicranaceae","Dichodontium pellucidum var. flavescens","M2.1","5","3","3","8","6",2,0,1,0,0,3,"O","erect",7,"turf","c","p",0,0,0,"Dioicous","","2","inclined",1,16,"papillose","occasional","autumn to spring",0,1,0,0,0
"Bryophyta","Dicranaceae","Dichodontium pellucidum var. pellucidum","M2.1","5","3","6","7","7",2,1,1,0,0,3,"O","erect",7,"turf","c","p",0,0,0,"Dioicous","","2","inclined",1,16,"papillose","occasional","autumn to spring",0,1,0,0,0
"Bryophyta","Dicranaceae","Dicranella cerviculata","M2.2","8","3","6","6","1",2,1,0,1,0,5,"O","erect",1.25,"turf","c","",0,0,0,"Dioicous","","3","inclined",1,19,"papillose","common","summer to winter",0,0,0,0,0
"Bryophyta","Dicranaceae","Dicranella crispa","M2.1","8","3","6","7","5",4,1,1,0,0,5,"O","erect",0.15,"turf","c","",0,0,0,"Dioicous","","2","erect",1,18,"","common","autumn",0,0,0,0,0
"Bryophyta","Dicranaceae","Dicranella heteromalla","M2.1","5","4","5","4","2",3,1,1,1,1,4,"O","erect",3.5,"turf","c","",0,0,0,"Dioicous","","3","inclined",1,14.5,"flat","common","winter to spring",0,0,0,0,0
"Bryophyta","Dicranaceae","Dicranella palustris","M2.2","8","2","6","8","2",2,1,1,0,0,2,"O","erect",8,"turf","p","c",0,0,0,"Dioicous","","3","inclined",1,19,"papillose","rare","autumn to spring",1,0,0,0,0
"Bryophyta","Dicranaceae","Dicranella rufescens","M2.1","7","4","5","7","4",3,1,0,0,0,5,"O","erect",0.65,"turf","c","",0,0,0,"Dioicous","","3","erect",1,14,"papillose","occasional to frequent","autumn to spring",1,0,0,0,0
"Bryophyta","Dicranaceae","Dicranella schreberiana","M2.2","Ind","Ind","Ind","Ind","Ind",6,1,0,0,0,6,"O","erect",1.65,"turf","c","p",0,0,0,"Dioicous","","3","inclined",1,14,"papillose","frequent","autumn to winter",1,0,0,0,0
"Bryophyta","Dicranaceae","Dicranella staphylina","M2.2","8","5","3","7","5",6,1,0,0,0,7,"O","erect",1,"turf","c","e",0,0,0,"Dioicous","","3","erect",1,17,"","very rare","",1,0,0,0,0
"Bryophyta","Dicranaceae","Dicranella subulata","M2.1","6","2","6","5","2",2,1,1,0,0,6,"O","erect",1.25,"turf","c","",0,0,0,"Dioicous","","3","erect",1,18,"papillose","common","autumn to winter",1,0,0,0,0
"Bryophyta","Dicranaceae","Dicranella varia","M2.2","Ind","Ind","Ind","Ind","Ind",4,1,1,0,0,7,"O","erect",0.15,"turf","c","e",0,0,0,"Dioicous","","2","inclined",1,16,"papillose","common","autumn to spring",1,0,0,0,0
"Bryophyta","Dicranaceae","Dicranodontium asperulum","M1.1","2","2","3","7","1",2,1,1,0,0,3,"O","erect",7.5,"turf","p","",0,NA,0,"Dioicous","","3","erect",1,11.5,"","","",0,0,0,0,0
"Bryophyta","Dicranaceae","Dicranodontium denudatum","M1.1","4","3","6","6","2",2,1,1,1,1,2,"O","erect",7.5,"turf","p","c",0,0,0,"Dioicous","","3","erect",1,12.5,"papillose","very rare","spring to summer",0,0,0,0,1
"Bryophyta","Dicranaceae","Dicranodontium uncinatum","M2.2","3","3","3","7","1",2,1,0,0,0,3,"O","erect",5,"turf","p","",0,NA,0,"Dioicous","","2","erect",1,16,"","","",0,0,0,0,0
"Bryophyta","Dicranaceae","Dicranoweisia cirrata","M2.1","7","6","4","5","5",4,1,1,1,1,6,"O","erect",11,"cushion","c","p",0,0,0,"Monoicous","Autoicous","2","erect",1,16,"","common","autumn to spring",0,0,0,0,0
"Bryophyta","Dicranaceae","Dicranoweisia crispula","M2.2","9","1","6","4","4",1,0,1,0,0,2,"O","erect",2,"cushion","c","p",0,0,0,"Monoicous","Autoicous","3","erect",1,16,"","common","spring to summer",0,1,0,0,0
"Bryophyta","Dicranaceae","Dicranum bergeri","","","","","","",1,1,0,0,0,2,"O","erect",15,"turf","p","c",0,0,0,"Dioicous","","3","erect",1,23,"papillose","rare","summer",0,0,0,0,0
"Bryophyta","Dicranaceae","Dicranum bonjeanii","M2.2","8","3","6","7","7",2,1,0,1,0,4,"O","erect",13,"turf","p","c",0,0,0,"Dioicous","","3","inclined",1,19,"papillose","very rare","autumn",0,0,0,1,0
"Bryophyta","Dicranaceae","Dicranum dispersum","M1.2","Ind","Ind","Ind","Ind","Ind",NA,0,1,0,0,3,"O","erect",10,"turf","p","c",0,0,0,"Dioicous","","3","erect to inclined",1,19.5,"papillose","occasional","summer to autumn",0,0,0,0,0
"Bryophyta","Dicranaceae","Dicranum flagellare","M1.1","6","4","6","5","2",3,0,0,1,1,2,"O","erect",5,"turf","p","s",0,0,0,"Dioicous","","3","erect",1,15,"papillose","very rare","summer",0,0,0,1,0
"Bryophyta","Dicranaceae","Dicranum flexicaule","M1.2","7","2","6","5","2",1,1,1,0,0,2,"O","erect",10,"turf","p","c",0,NA,0,"Dioicous","","3","inclined",1,21,"","occasional","summer",0,0,0,0,0
"Bryophyta","Dicranaceae","Dicranum fulvum","M1.1","4","5","7","4","2",NA,0,1,0,1,2,"O","erect",2,"cushion","c","",0,0,0,"Dioicous","","2 \ 3","erect to inclined",1,19.5,"flat","very rare","autumn",0,0,0,0,1
"Bryophyta","Dicranaceae","Dicranum fuscescens","M1.1","7","2","6","6","2",2,1,1,1,1,2,"O","erect",12,"turf","p","c",0,0,0,"Dioicous","","3","inclined",1,21,"papillose","occasional","summer",0,0,0,0,0
"Bryophyta","Dicranaceae","Dicranum majus","M1.1","5","3","6","6","3",2,1,1,1,1,3,"O","erect",15,"turf","p","c",0,0,0,"Dioicous","","3","inclined",1,20,"papillose","rare","summer to autumn",0,0,0,0,0
"Bryophyta","Dicranaceae","Dicranum montanum","M2.1","6","3","6","5","2",3,1,1,1,1,6,"O","erect",2.5,"turf","p","c",0,0,0,"Dioicous","","2","erect",1,16,"papillose","rare","summer",0,0,0,1,1
"Bryophyta","Dicranaceae","Dicranum polysetum","M2.1","6","3","6","4","5",2,1,1,0,0,3,"O","erect",15,"turf","p","c",0,0,0,"Dioicous","","3","erect to inclined",1,21,"papillose","rare","summer to autumn",0,0,0,0,0
"Bryophyta","Dicranaceae","Dicranum scoparium","M2.1","5","Ind","5","4","4",2,1,1,1,1,3,"O","erect",10,"turf","p","c",0,0,0,"Dioicous","","3","erect",1,17,"papillose","rare","summer to winter",0,0,0,0,0
"Bryophyta","Dicranaceae","Dicranum spurium","M1.2","7","3","6","2","2",2,1,0,0,0,4,"O","erect",3.5,"turf","p","c",0,0,0,"Dioicous","","3","inclined",1,19,"papillose","rare","spring",0,0,0,0,0
"Bryophyta","Dicranaceae","Dicranum tauricum","M1.1","4","3","6","4","3",3,0,1,1,1,5,"O","erect",4,"turf","p","c",0,0,0,"Dioicous","","3","erect",1,16,"flat","very rare","spring",0,0,0,0,1
"Bryophyta","Dicranaceae","Dicranum viride","M1.1","5","5","7","5","7",NA,0,1,1,1,5,"O","erect",4,"cushion","p","c",0,0,0,"Dioicous","","3","erect",1,16,"","very rare","spring",0,0,0,0,1
"Bryophyta","Dicranaceae","Kiaeria blyttii","M2.2","8","2","6","4","1",1,0,1,0,0,2,"O","erect",3,"turf","c","p",0,0,0,"Monoicous","Autoicous","2","inclined",1,17,"papillose","occasional","summer",0,0,0,0,0
"Bryophyta","Dicranaceae","Kiaeria starkei","","","","","","",1,1,0,0,1,2,"O","erect",6,"turf","c","p",0,0,0,"Monoicous","Autoicous","2","inclined",1,15,"papillose","common","summer",0,0,0,0,0
"Bryophyta","Dicranaceae","Leucobryum glaucum","M2.1","5","3","4","7","1",2,1,1,1,0,3,"O","erect",35,"cushion","p","",0,0,0,"Dioicous","","2","inclined",1,18,"papillose","rare","autumn",0,0,0,1,1
"Bryophyta","Dicranaceae","Leucobryum juniperoideum","M1.1","7","4","3","6","2",2,1,1,1,1,4,"O","erect",15,"cushion","p","",0,0,0,"Dioicous","","2","inclined",1,19,"","rare","winter to spring",0,0,0,1,1
"Bryophyta","Dicranaceae","Paraleucobryum longifolium","M1.1","4","2","5","4","1",2,0,1,0,1,2,"O","erect",3.25,"turf","p","",0,0,0,"Dioicous","","3","erect",1,30.5,"papillose","rare","summer",0,0,0,0,0
"Bryophyta","Dicranaceae","Paraleucobryum sauteri","M1.1","4","3","4","5","2",NA,0,1,0,1,2,"O","erect",3.25,"cushion","p","",0,0,0,"Dioicous","","3","erect to inclined",1,24.5,"papillose","rare","summer",0,0,0,0,0
"Bryophyta","Dicranaceae","Pseudephemerum nitidum","M2.2","6","5","4","7","3",5,1,0,0,0,4,"O","erect",0.5,"turf","a","",1,0,0,"Monoicous","Synoicous or autoicous","1","immersed",1,26,"papillose","common","summer to autumn",1,0,0,0,0
"Bryophyta","Disceliaceae","Discelium nudum","M2.2","8","4","6","7","7",3,1,0,0,0,6,"O","erect",40,"annual","a","",1,NA,0,"Monoicous","","2","inclined",1,22,"","common","spring",1,0,0,0,0
"Bryophyta","Ditrichaceae","Ceratodon purpureus","M2.2","8","Ind","Ind","2","Ind",3,1,1,1,1,6,"O","erect",4.25,"turf","c","",0,0,0,"Dioicous","","3","inclined",1,12,"flat","common","spring to summer",0,1,0,0,0
"Bryophyta","Ditrichaceae","Distichium capillaceum","M2.1","4","3","6","5","8",2,1,1,0,0,3,"O","erect",12.5,"turf","c","p",0,0,0,"Monoicous","Paroicous","2","erect to inclined",1,19.5,"papillose","frequent","summer",0,0,0,0,0
"Bryophyta","Ditrichaceae","Distichium inclinatum","M2.1","5","1","6","6","9",2,0,1,0,0,3,"O","erect",0.5,"turf","s","",0,0,0,"Monoicous","Synoicous","2","inclined",1,35,"papillose","frequent","summer",0,0,0,0,0
"Bryophyta","Ditrichaceae","Ditrichum cylindricum","M2.2","8","3","6","6","4",4,1,0,0,0,6,"O","erect",5,"turf","c","",0,0,0,"Dioicous","","3","erect to inclined",1,14,"flat","very rare","summer",1,0,0,0,0
"Bryophyta","Ditrichaceae","Ditrichum flexicaule","M2.2","Ind","Ind","Ind","Ind","Ind",2,1,1,0,0,4,"O","erect",3.5,"turf","c","",0,0,0,"Dioicous","","2 \ 3","erect to inclined",1,9.5,"flat","rare","summer",0,0,0,1,0
"Bryophyta","Ditrichaceae","Ditrichum heteromallum","M2.1","6","3","6","6","3",2,1,1,0,0,6,"O","erect",1,"turf","c","",0,0,0,"Dioicous","","3","erect to inclined",1,15,"flat","common","spring",1,0,0,0,0
"Bryophyta","Ditrichaceae","Ditrichum lineare","M2.2","6","2","4","6","5",2,1,0,0,0,7,"O","erect",1,"turf","c","",0,0,0,"Dioicous","","3","erect to inclined",1,12,"flat","rare","autumn",1,0,0,0,0
"Bryophyta","Ditrichaceae","Ditrichum pallidum","M1.2","6","6","7","5","5",NA,1,0,0,0,4,"O","erect",0.5,"turf","c","",0,0,0,"Monoicous","Autoicous","3","erect",1,17,"papillose","frequent","spring to summer",1,0,0,0,0
"Bryophyta","Ditrichaceae","Ditrichum pusillum","M2.2","8","4","5","6","2",3,1,0,0,0,6,"O","erect",1,"turf","c","",0,0,0,"Dioicous","","3","erect",1,13.5,"flat","frequent","winter",1,0,0,0,0
"Bryophyta","Ditrichaceae","Ditrichum zonatum","","8","1","6","6","1",1,1,1,0,0,2,"O","erect",2.65,"cushion","c","",0,0,0,"Dioicous","","3","erect",1,12.5,"","","",1,0,0,0,0
"Bryophyta","Ditrichaceae","Pleuridium acuminatum","M1.1","7","5","4","5","4",4,1,0,0,0,6,"O","erect",0.7,"turf","a","",0,0,0,"Monoicous","Paroicous","1","erect",1,26,"papillose","common","spring to winter",1,0,0,0,0
"Bryophyta","Ditrichaceae","Pleuridium palustre","M2.2","7","6","7","7","5",NA,1,0,0,0,6,"O","erect",0.2,"cushion","a","",0,0,0,"Monoicous","Autoicous","2","erect",1,27,"papillose","frequent","spring to summer",0,0,0,0,0
"Bryophyta","Ditrichaceae","Pleuridium subulatum","M2.2","6","3","4","7","4",4,1,0,0,0,6,"O","erect",1,"turf","a","",0,0,0,"Monoicous","Autoicous","1","erect",1,29,"papillose","common","spring to summer",0,0,0,0,0
"Bryophyta","Encalyptaceae","Encalypta ciliata","M1.2","5","3","6","6","5",3,1,1,0,0,3,"O","erect",5,"turf","l","",0,0,0,"Monoicous","Autoicous","3","erect",1,34,"papillose","frequent","summer to autumn",0,0,0,0,0
"Bryophyta","Encalyptaceae","Encalypta spathulata","M1.2","5","3","7","6","9",NA,0,1,0,0,4,"O","erect",1,"turf","l","",0,0,0,"Monoicous","Autoicous","2","erect",1,42,"","frequent","spring to summer",0,0,0,0,0
"Bryophyta","Encalyptaceae","Encalypta streptocarpa","M2.1","5","Ind","5","5","8",2,1,1,0,0,3,"O","erect",6,"turf","p","",0,0,0,"Dioicous","","2","erect",1,12,"flat","very rare","spring",0,1,0,0,0
"Bryophyta","Entodontaceae","Entodon concinnus","M2.2","9","3","4","3","8",2,1,1,0,0,4,"P","procumbent",3.5,"weft","p","",0,0,0,"Dioicous","","2","erect",1,12.5,"papillose","","autumn",0,0,0,0,0
"Bryophyta","Entodontaceae","Entodon schleicheri","M2.2","4","7","7","5","8",NA,1,1,0,0,6,"P","procumbent",8,"turf","p","",0,0,0,"Monoicous","Autoicous","3","erect",1,16,"papillose","common","winter",0,0,0,0,0
"Bryophyta","Fabroniaceae","Anacamptodon splachnoides","M1.1","4","7","7","5","3",NA,0,0,1,1,NA,"P","procumbent",0.5,"turf","c","",0,0,0,"Dioicous","","2","erect",1,11,"","frequent","summer",0,0,0,0,0
"Bryophyta","Fabroniaceae","Clasmatodon parvulus","M1.1","5","8","7","6","6",NA,0,0,0,1,4,"P","erect",1,"mat","c","",0,NA,0,"Monoicous","Autoicous","1","erect",1,17.5,"","","winter",0,0,0,0,0
"Bryophyta","Fissidentaceae","Fissidens adianthoides","M2.1","Ind","3","5","8","7",2,1,1,1,1,3,"O","decumbent to erect",17.5,"turf","c","",0,0,0,"Dioicous or Monoicous","Autoicous","3","erect to inclined",1,21,"papillose","frequent","autumn to spring",0,0,0,0,0
"Bryophyta","Fissidentaceae","Fissidens bambergeri","M2.2","4","8","4","6","8",5,1,0,0,0,5,"O","erect",3.5,"turf","","",0,0,NA,"Dioicous or Monoicous","Paroicous","2","erect",1,13,"papillose","common","winter to summer",0,0,0,0,0
"Bryophyta","Fissidentaceae","Fissidens bryoides","M2.1","4","Ind","5","5","6",5,1,1,1,0,5,"O","procumbent to erect",1.15,"turf","c","",0,0,0,"Monoicous","Autoicous","3","erect",1,12,"papillose","common","winter to spring",0,0,0,0,0
