OTN_DatasetID	traitNameVerbatim	Trait bucket
TRY	Leaf scandium (Sc) content per leaf dry mass	
TRY	Leaf sclerified tissue per leaf lamina tissue	
TRY	Leaf sclerified tissue per leaf midrib	
TRY	Leaf secondary compound types	
TRY	Leaf selenium (Se) content per leaf dry mass	
TRY	Leaf shape	
TRY	Leaf shape index: lamina length / lamina width	
TRY	Leaf sheath area	
TRY	Leaf sheath area per sheath dry mass (sheath SLA)	
TRY	Leaf sheath dry mass	
TRY	Leaf sheath length	
TRY	Leaf shrinkage	
TRY	Leaf silicon (Si) content per leaf dry mass	
TRY	Leaf silver (Ag) content per leaf dry mass	
TRY	Leaf sodium (Na) content per leaf dry mass	Physiology
TRY	Leaf solid volume per leaf volume	
TRY	Leaf soluble components content per leaf dry mass	
TRY	Leaf soluble phenols content per leaf dry mass	Physiology
TRY	Leaf starch content per leaf dry mass	
TRY	Leaf strontium (Sr) content per leaf dry mass	
TRY	Leaf structural dry matter per leaf dry mass	
TRY	Leaf structural dry matter per leaf volume	
TRY	Leaf sugar content per leaf dry mass	
TRY	Leaf sugar/starch ratio	
TRY	Leaf sulfur (S) content per leaf dry mass	Physiology
TRY	Leaf sulphate (SO4) content per dry mass	
TRY	Leaf surface area of chloroplasts exposed to intercellular airspace per leaf area	
TRY	Leaf surface area of mesophyll cells per leaf area	
TRY	Leaf surface pattern type	
TRY	Leaf surface waxiness	
TRY	Leaf tannin content per leaf dry mass	
TRY	Leaf tantalum (Ta) content per leaf dry mass	
TRY	Leaf terbium (Tb) content per leaf dry mass	
TRY	Leaf terminal section length	
TRY	Leaf terminal section projected area	
TRY	Leaf texture (sclerophylly, physical strength, toughness)	
TRY	Leaf thickness	
TRY	Leaf thorium (Th) content per leaf dry mass	
TRY	Leaf titanium (Ti) content per leaf dry mass	
TRY	Leaf transpiration rate at nighttime	
TRY	Leaf transpiration rate per leaf area	
TRY	Leaf transpiration rate per leaf dry mass	
TRY	Leaf type	
TRY	Leaf uranium (U) content per leaf dry mass	
TRY	Leaf vanadium (V) content per leaf dry mass	
TRY	Leaf vascular bundle cell size (area): phloem	Morphology
TRY	Leaf vascular bundle cell size (area): sclerenchym	Morphology
TRY	Leaf vascular bundle cell size (area): xylem	Morphology
TRY	Leaf vascular bundle volume fraction: phloem	
TRY	Leaf vascular bundle volume fraction: sclerenchym	
TRY	Leaf vascular bundle volume fraction: xylem	
TRY	Leaf vein density	
TRY	Leaf veins free ending density	
TRY	Leaf veins number of vein orders	
TRY	Leaf veins number of veins on first order	
TRY	Leaf venation index (VEI)	
TRY	Leaf venation type	
TRY	Leaf vessel diameter	
TRY	Leaf volatile organic carbon (VOC): monoterpene emission category	Physiology
TRY	Leaf volatile organic carbon (VOC): monoterpene emission rate per leaf area	Physiology
TRY	Leaf volatile organic carbon (VOC): monoterpene emission rate per leaf dry mass	Physiology
TRY	Leaf volatile organic carbon (VOC): other than monoterpenes emission	Physiology
TRY	Leaf volume	
TRY	Leaf volume of chloroplasts	
TRY	Leaf volume per leaf area	
TRY	Leaf water & osmotic potential: leaf osmotic potential at full turgor	
TRY	Leaf water & osmotic potential: leaf osmotic potential at turgor loss	
TRY	Leaf water & osmotic potential: leaf water potential	
TRY	Leaf water & osmotic potential: leaf water potential at turgor loss point	
TRY	Leaf water & osmotic potential: Soil volumetric water content at leaf turgor loss point	
TRY	Leaf water & osmotic potential: soil water potential at leaf turgor loss point	
TRY	Leaf water capacitance	
TRY	Leaf water content apoplastic	
TRY	Leaf water content at turgor loss point	
TRY	Leaf water content per leaf dry mass (at saturation)	
TRY	Leaf water content per leaf dry mass (not saturated)	
TRY	Leaf water content per leaf dry mass missing to leaf water saturation	
TRY	Leaf water content total	
TRY	Leaf water saturation deficit	
TRY	Leaf water storage capacity (WSC)	
TRY	Leaf water storage time constant	
TRY	Leaf water storage transfer resistance	
TRY	Leaf water transport system type	
TRY	Leaf water volume per leaf volume	
TRY	Leaf width	
TRY	Leaf width per leaf length	
TRY	Leaf xanthophyll plus carotene content per leaf area	
TRY	Leaf ytterbium (Yb) content per leaf dry mass	
TRY	Leaf zinc (Zn) content per leaf dry mass	Physiology
TRY	Leaflet length	
TRY	Leaflet number of first order per leaf	
TRY	Leaflet number of second order per leaf	
TRY	Leaflet number per leaf	
TRY	Leaflet width	
TRY	Litter (cone, strobilus) nitrogen (N) content per dry mass	Physiology
TRY	Litter (fine root) calcium (Ca) content per fine root litter dry mass	Physiology
TRY	Litter (fine root) carbon (C) content per fine root litter dry mass	Physiology
TRY	Litter (fine root) carbon/nitrogen (C/N) ratio	Physiology
TRY	Litter (fine root) cellulose content per fine root litter dry mass	
TRY	Litter (fine root) decomposition per soil surface area (annual)	
TRY	Litter (fine root) decomposition per soil surface area (monthly)	
TRY	Litter (fine root) decomposition rate	
TRY	Litter (fine root) decomposition rate constant	
TRY	Litter (fine root) decomposition: decomposition rate constant	
TRY	Litter (fine root) decomposition: fine root dry mass decomposed per soil volume and time	
TRY	Litter (fine root) decomposition: fine root length decomposed per ground area during exposition	
TRY	Litter (fine root) decomposition: fraction of fine root dry mass not decomposed to original fine root dry mass	
TRY	Litter (fine root) decomposition: nitrogen (N) immobilization in decomposing fine roots	Physiology
TRY	Litter (fine root) hemicellulose content per fine root litter dry mass	
TRY	Litter (fine root) lignin content per fine root litter dry mass	
TRY	Litter (fine root) lignin/nitrogen (lignin/N) ratio	Physiology
TRY	Litter (fine root) magnesium (Mg) content per fine root litter dry mass	Physiology
TRY	Litter (fine root) manganese (Mn) content per fine root litter dry mass	Physiology
TRY	Litter (fine root) nitrogen (N) content per fine root litter dry mass	Physiology
TRY	Litter (fine root) phosphorus (P) content per fine root litter dry mass	Physiology
TRY	Litter (fine root) potassium (K) content per fine root litter dry mass	Physiology
TRY	Litter (fine root) sodium (Na) content per fine root litter dry mass	Physiology
TRY	Litter (fine root) sulfur (S) content per fine root litter dry mass	Physiology
TRY	Litter (leaf) calcium (Ca) content per leaf litter dry mass	Physiology
TRY	Litter (leaf) carbon (C) content per leaf litter dry mass	Physiology
TRY	Litter (leaf) carbon/nitrogen (C/N) ratio	Physiology
TRY	Litter (leaf) cellulose content per leaf litter dry mass	
TRY	Litter (leaf) copper (Cu) content per leaf litter dry mass	Physiology
TRY	Litter (leaf) decomposition rate	
TRY	Litter (leaf) decomposition rate constant	
TRY	Litter (leaf) iron (Fe) content per leaf litter dry mass	Physiology
TRY	Litter (leaf) lignin content per leaf litter dry mass	
TRY	Litter (leaf) magnesium (Mg) content per leaf litter dry mass	Physiology
TRY	Litter (leaf) manganese (Mn) content per leaf litter dry mass	Physiology
TRY	Litter (leaf) nitrogen (N) content per leaf litter dry mass	Physiology
TRY	Litter (leaf) phenols content per leaf litter dry mass	Physiology
TRY	Litter (leaf) phosphorus (P) content per leaf litter dry mass	Physiology
TRY	Litter (leaf) potassium (K) content per leaf litter dry mass	Physiology
TRY	Litter (leaf) protein content per leaf litter dry mass	
TRY	Litter (leaf) sodium (Na) content per leaf litter dry mass	Physiology
TRY	Litter (leaf) sulfur (S) content per leaf litter dry mass	Physiology
TRY	Litter (leaf) zinc (Zn) content per leaf litter dry mass	Physiology
TRY	Litter (other than leaf: twigs, bark, flowers...) decomposition rate	
TRY	Litter (other than leaf: twigs, bark, flowers...) decomposition rate constant	
TRY	Litter (other than leaf: twigs, bark, flowers...) density	
TRY	Litter (other than leaf: twigs, bark, flowers...) iron (Fe) content per litter dry mass	Physiology
TRY	Litter (other than leaf: twigs, bark, flowers...) lignin content per litter dry mass	
TRY	Litter (other than leaf: twigs, bark, flowers...) lignin/nitrogen (N) ratio	Physiology
TRY	Litter (other than leaf: twigs, bark, flowers...) magnesium (Mg) content per litter dry mass	Physiology
TRY	Litter (other than leaf: twigs, bark, flowers...) manganese (Mn) content per litter dry mass	Physiology
TRY	Litter (other than leaf: twigs, bark, flowers...) nitrogen (N) content per litter dry mass	Physiology
TRY	Litter (other than leaf: twigs, bark, flowers...) phenols content per litter dry mass	Physiology
TRY	Litter (other than leaf: twigs, bark, flowers...) potassium (K) content per litter dry mass	Physiology
TRY	Litter (other than leaf: twigs, bark, flowers...) protein content per litter dry mass	
TRY	Litter (other than leaf: twigs, bark, flowers...) rot type	
TRY	Litter (other than leaf: twigs, bark, flowers...) sodium (Na) content per litter dry mass	Physiology
TRY	Litter (other than leaf: twigs, bark, flowers...) sulfur (S) content per litter dry mass	Physiology
TRY	Litter (other than leaf: twigs, bark, flowers...) water content per litter dry mass	
TRY	Litter (other than leaf: twigs, bark, flowersà) aluminium (Al) content per litter dry mass	Physiology
TRY	Litter (other than leaf: twigs, bark, flowersà) C/N ratio	
TRY	Litter (other than leaf: twigs, bark, flowersà) calcium (Ca) content per litter dry mass	Physiology
TRY	Litter (other than leaf: twigs, bark, flowersà) carbon (C) content per litter dry mass	Physiology
TRY	Litter (other than leaf: twigs, bark, flowersà) cellulose content per litter dry mass	
TRY	Litter aluminium (Al ) content per litter dry mass	Physiology
TRY	Litter antimony (Sb) content per litter dry mass	
TRY	Litter arsenic (As) content per litter dry mass	
TRY	Litter ash content per litter dry mass	
TRY	Litter cadmium (Cd) content per litter dry mass	Physiology
TRY	Litter calcium (Ca) content per litter dry mass	Physiology
TRY	Litter carbon (C) content per litter dry mass	Physiology
TRY	Litter carbon (C) isotope signature (delta 13C)	Physiology
TRY	Litter carbon/nitrogen (C/N) ratio	Physiology
TRY	Litter cellulose content per litter dry mass	
TRY	Litter chromium (Cr) content per litter dry mass	Physiology
TRY	Litter copper (Cu) content per litter dry mass	Physiology
TRY	Litter decomposition rate	
TRY	Litter decomposition rate constant	
TRY	Litter iron (Fe) content per litter dry mass	Physiology
TRY	Litter labile compound content per litter dry mass	
TRY	Litter lead (Pb) content per litter dry mass	Physiology
TRY	Litter lignin content per litter dry mass	
TRY	Litter magnesium (Mg) content per litter dry mass	Physiology
TRY	Litter mercury (Hg) content per litter dry mass	Physiology
TRY	Litter molybdenium (Mo) content per litter dry mass	
TRY	Litter nickel (Ni) content per litter dry mass	Physiology
TRY	Litter nitrogen (N) content per litter dry mass	Physiology
TRY	Litter nitrogen (N) isotope signature (delta 15N)	Physiology
TRY	Litter other than leaf phosphorus (P) content per litter dry mass	Physiology
TRY	Litter phenols content per litter dry mass	Physiology
TRY	Litter phosphorus (P) content per litter dry mass	Physiology
TRY	Litter potassium (K) content per litter dry mass	Physiology
TRY	Litter SLA (leaf area per leaf dry mass, specific leaf area, 1/LMA of leaf litter)	
TRY	Litter sodium (Na) content per litter dry mass	Physiology
TRY	Litter sulfur (S) content per litter dry mass	Physiology
TRY	Litter tannin content per litter dry mass	
TRY	Litter titanium (Ti) content per litter dry mass	
TRY	Litter twig nitrogen (N) content per twig dry mass	Physiology
TRY	Litter water soluble carbon (C) content per litter dry mass	Physiology
TRY	Litter zinc (Zn) content per litter dry mass	Physiology
TRY	Litterfall per ground area	
TRY	Moss (bryophyta) and ferns: spore ornamentation	
TRY	Moss and fern spore length	
TRY	Moss and fern spore mass	
TRY	Moss and fern spore volume	
TRY	Moss and fern spore width	
TRY	Moss: arrangement of antheridia and archegonia on gametohytes	
TRY	Moss: arrangement of antheridia and archegonia on monoicous gametohytes	
TRY	Moss: capsule with peristome or not	
TRY	Moss: fruiting frequency	
TRY	Moss: fruiting season	
TRY	Moss: life strategy according to During (1979)	
TRY	Moss: plant growth form (morphological)	
TRY	Moss: plant life form	
TRY	Moss: position of the capsule on the seta	
TRY	Moss: potential to dominate vegetation cover	
TRY	Moss: potentially hyaline hairpoint	
TRY	Moss: protonema persistence	
TRY	Moss: seta length	
TRY	Moss: shoot length	
TRY	Moss: stem growth direction	
TRY	Moss: vegetative regeneration	
TRY	Mycoheterotrophy	Interaction
TRY	Mycorhizza: soil ergosterol content per soil dry mass or growth medium dry mass	Interaction
TRY	Mycorrhiza fungi: concentration of arbuscular mycorrhizal spores in soil	Interaction
TRY	Mycorrhiza status and microbial interactions	Interaction
TRY	Mycorrhiza type	Interaction
TRY	Mycorrhiza: dry mass of external ectomycorrhizal mycelium (EEM) in soil per ground area	Interaction
TRY	Mycorrhiza: fraction of mycorrhizae on roots that are of the contact exploration type	Interaction
TRY	Mycorrhiza: fraction of mycorrhizae on roots that are of the long-distance exploration type	Interaction
TRY	Mycorrhiza: fraction of mycorrhizae on roots that are of the medium-distance exploration type	Interaction
TRY	Mycorrhiza: fraction of mycorrhizae on roots that are of the short-distance exploration type	Interaction
TRY	Mycorrhiza: fraction of mycorrhizal tips that are living	Interaction
TRY	Mycorrhiza: length of arbuscular mycorrhizal (AM) hyphae per soil dry mass	Interaction
TRY	Mycorrhiza: PLFA proxy for mycorrhizal hyphal carbon (C) per soil mass	Physiology
TRY	Mycorrhizal colonization AM: fraction of root length that contains arbuscular mycorrhizal structures	Interaction
TRY	Mycorrhizal colonization EM: fraction of root length colonized by ectomycorrhizal structure	Interaction
TRY	Mycorrhizal colonization: classified fractions of root length that contain mycorrhizae	Interaction
TRY	Mycorrhizal colonization: fraction of root length that contains hyphae	Interaction
TRY	Mycorrhizal colonization: fraction of root length with mycorrhizla hyphae, arbuscules, or vesicles	Interaction
TRY	Mycorrhizal colonization: fraction of root tips that contain mycorrhizal structures	Interaction
TRY	Mycorrhizal colonization: number of colonized root tips per root branch length	Interaction
TRY	Mycorrhizal infection intensity	Interaction
TRY	Paleo trait: leaf area	
TRY	Paleo trait: leaf mass per area	
TRY	Paleo trait: leaf petiole width	
TRY	Plant above ground hydraulic conductance	
TRY	Plant aboveground woody biomass per ground area	
TRY	Plant belowground relative growth rate	
TRY	Plant bifurcation ratio	
TRY	Plant biomass and allometry: Bark cross-sectional area at breast height	
TRY	Plant biomass and allometry: Bark mass per plant	
TRY	Plant biomass and allometry: Belowground plant organ dry mass per plant	
TRY	Plant biomass and allometry: Belowground plant organ mass fraction (fraction of belowground plant organ dry mass to whole plant dry mass)	
TRY	Plant biomass and allometry: Branch dry mass (alive, dead) per plant	
TRY	Plant biomass and allometry: branch dry mass per plant dry mass	
TRY	Plant biomass and allometry: Branch mass per plant	
TRY	Plant biomass and allometry: Branch nitrogen (N) content per plant	Physiology
TRY	Plant biomass and allometry: Ccone (strobilus) dry mass per plant	
TRY	Plant biomass and allometry: Coarse root dry mass per plant	
TRY	Plant biomass and allometry: Coarse root dry mass per plant dry mass	
TRY	Plant biomass and allometry: Coarse root mass fraction (fraction of coarse root dry mass per whole plant dry mass)	
TRY	Plant biomass and allometry: Coarse root mass per plant	
TRY	Plant biomass and allometry: Crown (canopy) area per plant	
TRY	Plant biomass and allometry: Crown (canopy) area: projected as seen from above	
TRY	Plant biomass and allometry: Crown (canopy) volume per plant	
TRY	Plant biomass and allometry: Fine root (absorptive) dry mass per plant	
TRY	Plant biomass and allometry: Fine root (absorptive) exudation rate per plant	
TRY	Plant biomass and allometry: Fine root (absorptive) length per plant	
TRY	Plant biomass and allometry: Fine root (absorptive) mass fraction (fraction of absorptive fine root dry mass to whole plant dry mass)	
TRY	Plant biomass and allometry: Fine root (transport) dry mass per plant	
TRY	Plant biomass and allometry: Fine root (transport) length per plant	
TRY	Plant biomass and allometry: Fine root dry mass per plant	
TRY	Plant biomass and allometry: Fine root dry mass per plant dry mass	
TRY	Plant biomass and allometry: Fine root length per plant	
TRY	Plant biomass and allometry: Fine root length ratio (RLR): fine root length per plant dry mass	
TRY	Plant biomass and allometry: Fine root mass fraction (fraction of fine root dry mass to whole plant dry mass)	
TRY	Plant biomass and allometry: Fine root mass per plant	
TRY	Plant biomass and allometry: Fine root nitrogen (N) content per plant	Physiology
TRY	Plant biomass and allometry: Inflorescences per plant	
TRY	Plant biomass and allometry: Leaf dry mass (cotyledons) per plant	
TRY	Plant biomass and allometry: Leaf dry mass (paracotyledons) per plant	
TRY	Plant biomass and allometry: Leaf dry mass per plant	
TRY	Plant biomass and allometry: Leaf dry mass per plant dry mass (leaf weight ratio, LWR)	
TRY	Plant biomass and allometry: Leaf dry mass production rate per plant	
TRY	Plant biomass and allometry: Leaf fresh mass per plant	
TRY	Plant biomass and allometry: Leaf mass (dry or fresh) per plant	
TRY	Plant biomass and allometry: Leaf nitrogen (N) content per plant	Physiology
TRY	Plant biomass and allometry: Leaf nitrogen (N) content per plant nitrogen (N) content	Physiology
TRY	Plant biomass and allometry: Leaf number production rate per plant	
TRY	Plant biomass and allometry: Leaf petiole dry mass per plant	
TRY	Plant biomass and allometry: Leaves per plant (emergent, mature, senescent)	
TRY	Plant biomass and allometry: Litter (leaf) dry mass (dead leaves) per plant	
TRY	Plant biomass and allometry: Litter (leaf) number of dead leaves per plant	
TRY	Plant biomass and allometry: Plant dry mass	
TRY	Plant biomass and allometry: Plant dry mass per plant fresh mass	
TRY	Plant biomass and allometry: Plant dry mass per plant volume	
TRY	Plant biomass and allometry: Plant mass	
TRY	Plant biomass and allometry: Plant surface area per plant dry mass of all green parts	
TRY	Plant biomass and allometry: Reproductive dry mass per plant	
TRY	Plant biomass and allometry: Reproductive dry mass per plant dry mass (reproductive weight fraction)	
TRY	Plant biomass and allometry: Reproductive organs per plant	
TRY	Plant biomass and allometry: Rhizome dry mass per plant dry mass (rhizome weight fraction)	
TRY	Plant biomass and allometry: Root dry mass per plant	
TRY	Plant biomass and allometry: Root fresh mass per plant	
TRY	Plant biomass and allometry: Root length of primary roots per plant	
TRY	Plant biomass and allometry: Root length per plant	
TRY	Plant biomass and allometry: Root mass fraction (fraction of root dry mass per whole plant dry mass)	
TRY	Plant biomass and allometry: Root mass per plant	
TRY	Plant biomass and allometry: Root nitrogen (N) content per plant nitrogen (N) content	Physiology
TRY	Plant biomass and allometry: Root surface area per plant	
TRY	Plant biomass and allometry: Root tips per plant	
TRY	Plant biomass and allometry: Root volume per plant	
TRY	Plant biomass and allometry: Seed mass per plant	
TRY	Plant biomass and allometry: Seed number per plant	
TRY	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	
TRY	Plant biomass and allometry: Shoot nitrogen (N) content per plant	Physiology
TRY	Plant biomass and allometry: Shoots per plant	
TRY	Plant biomass and allometry: Stem cross-sectional area at base of the crown	
TRY	Plant biomass and allometry: Stem cross-sectional area at base of the plant	
TRY	Plant biomass and allometry: Stem cross-sectional area at breast height	
TRY	Plant biomass and allometry: Stem dry mass per plant	
TRY	Plant biomass and allometry: Stem dry mass per plant dry mass per plant	
TRY	Plant biomass and allometry: Stem mass (including branches) per plant	
TRY	Plant biomass and allometry: Stem nitrogen (N) content per plant	Physiology
TRY	Plant biomass and allometry: Stem nitrogen (N) content per plant nitrogen (N) content	Physiology
TRY	Plant biomass and allometry: Stems per plant	
TRY	Plant biomass and allometry: Supportive structure (stem, twig, leaf petiole, leaf sheeth) dry mass per plant	
TRY	Plant biomass and allometry: Whole plant aboveground mass	
TRY	Plant biomass and allometry: Wood (heartwood) cross-sectional area at base	
TRY	Plant biomass and allometry: Wood (heartwood) cross-sectional area at base of crown	
TRY	Plant biomass and allometry: Wood (heartwood) cross-sectional area at breast height	
TRY	Plant biomass and allometry: Wood (heartwood) mass per plant	
TRY	Plant biomass and allometry: Wood (sapwood) cross-sectional area at base	
TRY	Plant biomass and allometry: Wood (sapwood) cross-sectional area at base of crown	
TRY	Plant biomass and allometry: Wood (sapwood) cross-sectional area at breast height	
TRY	Plant biomass and allometry: Wood (sapwood) mass per plant	
TRY	Plant biomass and allometry: Wood dry mass per plant	
TRY	Plant biomass and allometry: Wood dry mass per plant dry mass	
TRY	Plant canopy anthocyanin content per ground area (anthocyanin mass per leaf area * LAI)	
TRY	Plant canopy carotenoid content per ground area (carotenoid mass per leaf area * LAI)	
TRY	Plant canopy chlorophyll content per ground area (chlorophyll mass per leaf area * LAI)	
TRY	Plant canopy dry mass per ground area (leaf mass per area * LAI)	
TRY	Plant canopy water content per ground area (leaf water content * LAI)	
TRY	Plant carbon (C) allocation to root, stem, leaves	Physiology
TRY	Plant carbon (C) allocation: aboveground/belowground net primary production (NPP) ratio	Physiology
TRY	Plant carbon (C) content per plant dry mass	Physiology
TRY	Plant carbon/nitrogen (C/N) ratio	Physiology
TRY	Plant clonal growth form	
TRY	Plant containing salt glands	
TRY	Plant dead organ retainment: leaves, branches, flowers	
TRY	Plant defence mechanisms: chemical	
TRY	Plant defence mechanisms: physical	
TRY	Plant diameter of leaf rosette	
TRY	Plant dry mass height distribution	
TRY	Plant exposure	
TRY	Plant fragmentation	
TRY	Plant fresh mass	
TRY	Plant functional type (PFT)	
TRY	Plant growth form	
TRY	Plant growth form detailed consolidated	
TRY	Plant growth form simple consolidated	
TRY	Plant growth rate	
TRY	Plant growth rate relative (plant relative growth rate, RGR)	
TRY	Plant harvest index: diametral quotient	
TRY	Plant height generative	
TRY	Plant height growth relative to diameter growth	
TRY	Plant height of lowest branch	
TRY	Plant height of lowest branch versus total plant height (furcation index)	
TRY	Plant height of lowest flower	
TRY	Plant height to plant dry mass ratio	
TRY	Plant height vegetative	
TRY	Plant height versus plant width relationship	
TRY	Plant height: %trees > 6m	
TRY	Plant height: coefficient of variation of plant height	
TRY	Plant height: erectness ratio of not elongated to elongated height	
TRY	Plant horizontal length of a bent / trailing organism	
TRY	Plant human usage types	
TRY	Plant hydraulic conductance	
TRY	Plant life form (Raunkiaer life form)	
TRY	Plant lifespan (longevity)	
TRY	Plant light requirement	
TRY	Plant mating system	
TRY	Plant moisture use type	
TRY	Plant mono/poly carpic	
TRY	Plant morphological adaptations: root metamorphoses	
TRY	Plant morphological adaptations: seed or dispersal unit metamorphoses	
TRY	Plant morphological adaptations: shoot metamorphoses	
TRY	Plant morphological adaptations: storage organs	
TRY	Plant mortality rate	
TRY	Plant nitrogen (N) content per plant dry mass	Physiology
TRY	Plant nitrogen (N) uptake efficiency (plant nitrogen acquired per nitrogen available)	Physiology
TRY	Plant nitrogen(N) fixation capacity	Physiology
TRY	Plant number of branches per tree	
TRY	Plant number of offspring shoots per parent shoot per year	
TRY	Plant nutrition mode (heterotrophy)	
TRY	Plant ontogeny: age of maturity (first flowering)	
TRY	Plant ontogeny: time to emergence	
TRY	Plant ontogeny: time to first leaf	
TRY	Plant palatability	
TRY	Plant phosphorus (P) content per plant dry mass	Physiology
TRY	Plant propagation type	
TRY	Plant recruitment efficiency	
TRY	Plant relationship of stem mass, height and diameter	
TRY	Plant reproductive phenology timing	
TRY	Plant respiration rate per plant nitrogen (N) content	Physiology
TRY	Plant resprouting capacity	
TRY	Plant secondary compounds	
TRY	Plant species use for bioremediation	
TRY	Plant tree allometry model parameters	
TRY	Plant vegetative phenology (leaf phenology)	
TRY	Plant vegetative regeneration capacity	
TRY	Plant vegetative regeneration species offspring size relative to parent	
TRY	Plant vegetative reproduction: clonal growth organ	
TRY	Plant vegetative reproduction: clonality of ramets	
TRY	Plant vegetative reproduction: distance between ramets	
TRY	Plant vegetative reproduction: lateral spread	
TRY	Plant vegetative reproduction: number of ramets	
TRY	Plant vegetative reproduction: pattern forming	
TRY	Plant vegetative reproduction: persistence of connection between clonal growth organs	
TRY	Plant vegetative reproduction: role of clonal growth organ in plant growth	
TRY	Plant vegetative reproduction: spread rate	
TRY	Plant vegetativeáreproduction: spreadádistanceá	
TRY	Plant vital attributes of persistence and establishment	
TRY	Plant water loss on drying	
TRY	Plant wet biomass	
TRY	Plant woodiness	
TRY	Pollen diameter	
TRY	Pollen heteromorphy	
TRY	Pollen viability	
TRY	Pollination syndrome	
TRY	Reproductive structures nitrogen (N) content per reproductive structures dry mass	Physiology
TRY	Reproductive structures nitrogen/phosphorus (N/P) ratio	Physiology
TRY	Reproductive structures phosphorus (P) content per reproductive structures dry mass	Physiology
TRY	Rhizome (presence / absence)	
TRY	Root alcohol dehydrogenase (ADH) activity	
TRY	Root aluminium (Al) content per root dry mass	Physiology
TRY	Root ammonium (NH4+) uptake rate per root fresh mass	
TRY	Root antimony (Sb) content per root dry mass	
TRY	Root arsenic (As) content per root dry mass	
TRY	Root ash carbon (C) content per root carbon (C) content	Physiology
TRY	Root ash content per root dry mass	
TRY	Root boron (B) content per root dry mass	
TRY	Root branching intensity 3: number of root tips per total root length	
TRY	Root branching intensity: number of root branches per root length	
TRY	Root cadmium (Cd) content per root dry mass	Physiology
TRY	Root calcium (Ca) content per root dry mass	Physiology
TRY	Root carbon (C) content not hydrolyzable in acid extractives per root carbon (C) content	Physiology
TRY	Root carbon (C) content per ground area	Physiology
TRY	Root carbon (C) content per root dry mass	Physiology
TRY	Root carbon (C) isotope signature (delta 13C)	Physiology
TRY	Root carbon/nitrogen (C/N) ratio	Physiology
TRY	Root cellulose carbon (C) per root carbon (C) content	Physiology
TRY	Root cellulose content per root dry mass	
TRY	Root chromium (Cr) content per root dry mass	Physiology
TRY	Root conduit diameter	
TRY	Root copper (Cu) content per root dry mass	Physiology
TRY	Root cross-sectional area	
TRY	Root cross-sectional area of root stele	
TRY	Root cross-sectional area of vessel	
TRY	Root cross-sectional area ratio of stele to cortex	
TRY	Root cross-sectional fraction of stele area to root area	
TRY	Root cross-sectional xylem area	
TRY	Root debris decomposition rate constant	
TRY	Root decomposition: fraction of carbon (C) remaining	Physiology
TRY	Root decomposition: fraction of nitrogen (N) remaining	Physiology
TRY	Root decomposition: fraction of root dry mass not decomposed to original root dry mass	
TRY	Root diameter	
TRY	Root dry mass fraction in respective root diameter class	
TRY	Root dry mass fraction in respective root order	
TRY	Root dry mass per ground area	
TRY	Root dry mass per root fresh mass (root dry matter content; RDMC)	
TRY	Root dry mass per root volume (root density, root tissue density)	
TRY	Root dry mass per soil layer	
TRY	Root dry mass to leaf dry mass ratio	
TRY	Root dry mass turnover	
TRY	Root dry mass turnover rate	
TRY	Root evenness of dry mass vertical distribution	
TRY	Root evenness of length vertical distribution	
TRY	Root evenness of surface area vertical distribution	
TRY	Root exudate content per soil dry mass: soil concentration of root exudates	
TRY	Root exudation rate	
TRY	Root exudation rate per root surface area	
TRY	Root exudation: carbon (C) exudation as fraction of root carbon (C) growth	Physiology
TRY	Root exudation: carbon (C) exudation as fraction of root dry mass	Physiology
TRY	Root fraction of metaxylem cell wall thickness to vessel diameter	
TRY	Root fraction of protoxylem cell wall thickness to vessel diameter	
TRY	Root growth rate: fine root dry mass production per day per coarse root length	
TRY	Root growth rate: fine root length production per day per coarse root length	
TRY	Root growth: amplitude of monthly net root production	
TRY	Root growth: probability that monthly net root production is greater than 0	
TRY	Root growth: root carbon (C) production per ground area and time	Physiology
TRY	Root growth: root dry mass production per ground area per day	
TRY	Root growth: root dry mass production per ground area per duration of exposition	
TRY	Root growth: root dry mass production per ground area per month	
TRY	Root growth: root dry mass production per ground area per year	
TRY	Root growth: root length production per ground area per exposition period	
TRY	Root growth: root length production per ground area per year	
TRY	Root growth: root surface area produced per ground area per exposition period	
TRY	Root growth: root surface area produced per ground area per year	
TRY	Root hemicellulose carbon (C) per root carbon (C) content	Physiology
TRY	Root hemicellulose content per root dry mass	
TRY	Root hydraulic conductivity	
TRY	Root iron (Fe) content per root dry mass	Physiology
TRY	Root lead (Pb) content per root dry mass	Physiology
TRY	Root length	
TRY	Root length density (RLD): root length per ground area	
TRY	Root length fraction belonging to species	
TRY	Root length fraction in respective root diameter class (e.g. fine root length per total root length; fine root / root length ratio)	
TRY	Root length per length of higher order root (root branching architecture)	
TRY	Root length per minirhizotron screen area	
TRY	Root length per root dry mass (specific root length, SRL)	
TRY	Root length per soil layer	
TRY	Root length per soil volume	
TRY	Root length relative growth rate	
TRY	Root length: distance from root base to tip	
TRY	Root Li uptake of molar Li per root length	
TRY	Root lifespan: fraction of root tips that survive after one year	
TRY	Root lifespan: fraction of roots that live to the age in ôroot ageö	
TRY	Root lignin carbon (C) content per root carbon (C) content	Physiology
TRY	Root lignin content per root dry mass	
TRY	Root link length (segments between two nodes or a node and a tip)	
TRY	Root links per root branch	
