OTN_DatasetID	traitNameVerbatim	Trait bucket
TRY	Fine root carbon (C) content to leaf carbon (C) content ratio	Physiology
TRY	Fine root carbon content per ground area	Physiology
TRY	Fine root carbon content per soil dry mass	Physiology
TRY	Fine root carbon/nitrogen (C/N) ratio	Physiology
TRY	Fine root cellulose and hemicellulose content per fine root dry mass	
TRY	Fine root cellulose carbon (C) content per fine root carbon (C) content	Physiology
TRY	Fine root cellulose content per fine root dry mass	
TRY	Fine root chromium (Cr) content per fine root dry mass	Physiology
TRY	Fine root color	
TRY	Fine root condensed tannins	
TRY	Fine root conduit diameter	
TRY	Fine root construction cost per fine root dry mass	
TRY	Fine root copper (Cu) content per fine root dry mass	Physiology
TRY	Fine root cortex thickness	
TRY	Fine root cross-sectional fraction of aerenchyma	
TRY	Fine root cross-sectional fraction of stele area to fine root area	
TRY	Fine root debris decomposition rate constant	
TRY	Fine root decomposition: fraction carbon (C) remaining	Physiology
TRY	Fine root decomposition: fraction nitrogen (N) remaining	Physiology
TRY	Fine root density on screen: number of fine roots per area of in-growth screen	
TRY	Fine root diameter	
TRY	Fine root dichotomous branching index (DBI)	
TRY	Fine root dry mass fraction in respective root diameter class	
TRY	Fine root dry mass fraction that is taproot (taproot dry mass per fine root dry mass)	
TRY	Fine root dry mass not hydrolyzable in acid extractives per fine root dry mass	Physiology
TRY	Fine root dry mass per fine root fresh mass (fine root dry matter content; RDMC)	
TRY	Fine root dry mass per ground area	
TRY	Fine root dry mass per soil volume	
TRY	Fine root dry mass soluble in neutral solution per fine root dry mass	
TRY	Fine root dry mass soluble in nonpolar extractives per fine root dry mass	
TRY	Fine root dry mass soluble in polar extractives per fine root dry mass	
TRY	Fine root dry mass to leaf dry mass ratio	
TRY	Fine root dry mass turnover	
TRY	Fine root dry mass turnover during dry season	
TRY	Fine root dry mass turnover during wet season	
TRY	Fine root dry mass turnover rate	
TRY	Fine root ethanol soluble compounds per fine root dry mass	
TRY	Fine root exodermal wall thickness	
TRY	Fine root exodermis passage cell frequency per length of fine root circumference	
TRY	Fine root external path length (Pe; sum of links in all paths from each external link to the base link)	
TRY	Fine root exudation: carbon (C) exudation as fraction of fine root dry mass	Physiology
TRY	Fine root forks per fine root dry mass (specific fine root forks density, SRFD)	
TRY	Fine root fractal dimension	
TRY	Fine root fraction of metaxylem cell wall thickness to vessel diameter	
TRY	Fine root fraction of protoxylem cell wall thickness to vessel diameter	
TRY	Fine root galactans content per fine root dry mass	
TRY	Fine root growth: amplitude of monthly net fine root production	
TRY	Fine root growth: cumulative new fine root length growth per ground area per exposition period	
TRY	Fine root growth: fine root carbon (C) production per ground area and time	Physiology
TRY	Fine root growth: fine root dry mass production per ground area per day	
TRY	Fine root growth: fine root dry mass production per ground area per duration of exposition	
TRY	Fine root growth: fine root dry mass production per ground area per month	
TRY	Fine root growth: fine root dry mass production per ground area per year	
TRY	Fine root growth: fine root dry mass production per soil volume and time	
TRY	Fine root growth: fine root elongation	
TRY	Fine root growth: fine root length production per ground area per exposition period	
TRY	Fine root growth: fine root length production per ground area per year	
TRY	Fine root growth: fine root length production per minirhizotron frame per exposition period	
TRY	Fine root growth: fine root length production per minirhizotron surface area per day	
TRY	Fine root growth: fine root length production per minirhizotron surface area per year	
TRY	Fine root growth: fine root surface area produced per ground area per year	
TRY	Fine root growth: fraction of fine root number that has elongated since last measurement to total number of fine roots	
TRY	Fine root growth: new fine root length growth per ground area per year	
TRY	Fine root growth: number of fine roots born per area of in-growth screen per time	
TRY	Fine root growth: probability that monthly net fine root production is greater than 0	
TRY	Fine root growth: relative fine root production: ratio fine root production rate at given time to maximum fine root production rate	
TRY	Fine root hemicellulose content per fine root dry mass	
TRY	Fine root intact branch length	
TRY	Fine root iron (Fe) content per fine root dry mass	Physiology
TRY	Fine root labile carbon (C) compound content per fine root carbon (C) content	Physiology
TRY	Fine root lead (Pb) content per fine root dry mass	Physiology
TRY	Fine root length fraction in respective root diameter class	
TRY	Fine root length fraction in respective root order	
TRY	Fine root length fraction that contains fungal/mycorrhizal arbuscules	Interaction
TRY	Fine root length fraction that contains fungal/mycorrhizal vesicles	Interaction
TRY	Fine root length per fine root dry mass (specific fine root length, SRL)	
TRY	Fine root length per ground area	
TRY	Fine root length per minirhizotron frame	
TRY	Fine root length per minirhizotron screen area	
TRY	Fine root length per soil volume	
TRY	Fine root length relative growth rate	
TRY	Fine root length: distance from fine root base to tip	
TRY	Fine root lifespan: fraction of fine roots that live to the age in ôfine root ageö	
TRY	Fine root lifespan: fraction of fine roots that survive over the course of a growing season	
TRY	Fine root lifespan: fraction of fine roots that survive the exposition period	
TRY	Fine root lignin carbon (C) content per fine root carbon (C) content	Physiology
TRY	Fine root lignin content per fine root dry mass	
TRY	Fine root link branching angle: angle between a link and the extension of the link before it	
TRY	Fine root link length (segments between two nodes or a node and a tip)	
TRY	Fine root lipid content per fine root dry mass	
TRY	Fine root magnesium (Mg) content per fine root dry mass	Physiology
TRY	Fine root magnesium (Mg) content per fine root fresh mass	Physiology
TRY	Fine root manganese (Mn) content per fine root dry mass	Physiology
TRY	Fine root manganese (Mn) content per fine root fresh mass	Physiology
TRY	Fine root mannans content per fine root dry mass	
TRY	Fine root metaxylem cell wall thickness	
TRY	Fine root metaxylem vessel diameter	
TRY	Fine root microbial relations: phospholipid fatty acid 18.2omega6.9 degradation during soil incubation	Physiology
TRY	Fine root microbial relations: ratio of fungal rRNA gene copy number to bacterial rRNA gene copy number	
TRY	Fine root microbial relations: soil ergosterol content per soil dry mass or growth medium dry mass	
TRY	Fine root monthly decomposition rate	
TRY	Fine root mortality: fine root dry mass mortality per ground area and time	
TRY	Fine root mortality: fine root dry mass mortality per soil volume and time	
TRY	Fine root mortality: fine root length mortality per ground area and year	
TRY	Fine root mortality: fine root length mortality per minirhizotron frame and time	
TRY	Fine root mortality: fine root length mortality per minirhizotron surface per day	
TRY	Fine root mortality: fine root length mortality per minirhizotron surface per year	
TRY	Fine root mortality: fine root number mortality per in-growth screen area and time	
TRY	Fine root mortality: fraction of fine root screen contacts lost during exposition	
TRY	Fine root necromass (dead dry mass) per ground area for specified soil depth increment	
TRY	Fine root necromass to biomass ratio	
TRY	Fine root nickel (Ni) content per fine root dry mass	Physiology
TRY	Fine root nitrogen (N) content per fine root dry mass	Physiology
TRY	Fine root nitrogen (N) content per fine root length	Physiology
TRY	Fine root nitrogen (N) content per ground area	Physiology
TRY	Fine root nitrogen (N) content per soil dry mass	Physiology
TRY	Fine root nitrogen (N) turnover per ground area per year	Physiology
TRY	Fine root nitrogen (N) uptake of molar 15N-Glycine per shoot dry mass	Physiology
TRY	Fine root nitrogen (N) uptake of molar 15NH4+ per shoot dry mass	Physiology
TRY	Fine root nitrogen (N) uptake of molar 15NO3- per shoot dry mass	Physiology
TRY	Fine root nitrogen (N) uptake of molar inorganic N uptake per fine root area	Physiology
TRY	Fine root nitrogen (N) uptake of molar NH4+ uptake per fine root area	Physiology
TRY	Fine root nitrogen (N) uptake of molar NO3- uptake per fine root area	Physiology
TRY	Fine root nitrogen (N) uptake of molar organic N uptake per fine root area	Physiology
TRY	Fine root nitrogen (N) uptake of molar total 15N per shoot dry mass	Physiology
TRY	Fine root nitrogen (N) uptake per ground area during exposition period	Physiology
TRY	Fine root nitrogen (N) uptake per ground area per year	Physiology
TRY	Fine root nitrogen (N) uptake preference: ammonium (NH4+), nitrate (NO3-), organic nitrogen (N)	Physiology
TRY	Fine root nitrogen/phosphorus (N/P) ratio	Physiology
TRY	Fine root number of forks per length.	
TRY	Fine root number of tips per branch	
TRY	Fine root number of tracheary elements per crossection	
TRY	Fine root o-alkyl carbon (C) content per fine root carbon (C) content	Physiology
TRY	Fine root passage cell number in exodermis per fine root circumference	
TRY	Fine root persistence (lifespan, longevity)	
TRY	Fine root pH	
TRY	Fine root phenols content per fine root dry mass	Physiology
TRY	Fine root phosphatase activity per fine root dry mass	
TRY	Fine root phosphatase activity per fine root length	
TRY	Fine root phosphate (H2PO4) uptake rate	
TRY	Fine root phosphorus (P) content per fine root dry mass	Physiology
TRY	Fine root phosphorus (P) content per fine root fresh mass	Physiology
TRY	Fine root phosphorus (P) content per fine root length	Physiology
TRY	Fine root phosphorus (P) uptake rate per fine root dry mass	Physiology
TRY	Fine root phosphorus (P) uptake relative to maximum fine root phosphorus (P) uptake	Physiology
TRY	Fine root polyphenol content per fine root dry mass	
TRY	Fine root porosity (volume of root air space)	
TRY	Fine root potassium (K) content per fine root dry mass	Physiology
TRY	Fine root potassium (K) content per fine root fresh mass	Physiology
TRY	Fine root potassium (K) uptake in depth interval relative to total fine root potassium (K) uptake	Physiology
TRY	Fine root protoxylem cell wall thickness	
TRY	Fine root protoxylem vessel diameter	
TRY	Fine root ratio of lignin to nitrogen (N)	Physiology
TRY	Fine root ratio of polyphenol to nitrogen (N)	Physiology
TRY	Fine root respiration rate per fine root dry mass	Physiology
TRY	Fine root respiration rate per fine root length	Physiology
TRY	Fine root rhamnans content per fine root dry mass	
TRY	Fine root root hair density	
TRY	Fine root root hair diameter	
TRY	Fine root root hair incidence: fraction of fine root intersections that contain root hairs	
TRY	Fine root rooting depth	
TRY	Fine root rooting depth where most of the root activity of interest occurs	
TRY	Fine root rooting depth: fraction of fine root dry mass contained in depth interval	
TRY	Fine root rubidium (Rb) uptake rate per fine root dry mass per hour	
TRY	Fine root rubidium (Rb) uptake rate per fine root fresh mass per hour	
TRY	Fine root silicon (Si) content per fine root dry mass	
TRY	Fine root sodium (Na) content per fine root dry mass	Physiology
TRY	Fine root species abundance: fraction of total fine root dry mass composed of respective species	
TRY	Fine root specific root hair cylinder volume: volume of root hairs per fine root dry mass	
TRY	Fine root starch content per dry mass	
TRY	Fine root stele diameter	
TRY	Fine root stele fraction: stele diameter divided by fine root diameter	
TRY	Fine root sulfur (S) content per fine root dry mass	Physiology
TRY	Fine root sulfur (S) content per fine root fresh mass	Physiology
TRY	Fine root surface area per fine root dry mass (specific fine root area)	
TRY	Fine root tips per minirhizotron frame	
TRY	Fine root tissue density (fine root dry mass per fine root volume)	
TRY	Fine root topological index (TI): Slope of linear regression of external path length against number of root tips	
TRY	Fine root total non-structural carbon (TNC) content per fine root dry mass	Physiology
TRY	Fine root volume per ground area	
TRY	Fine root water or ethanol soluble compounds per fine root dry mass	
TRY	Fine root water soluble compounds per fine root dry mass	
TRY	Fine root water soluble sugar content per fine root dry mass	
TRY	Fine root water uptake rate per fine root surface area	
TRY	Fine root xylans content per fine root dry mass	
TRY	Fine root zinc (Zn) content per fine root dry mass	Physiology
TRY	Fine root/shoot ratio	
TRY	Flower color	
TRY	Flower conspicuous	
TRY	Flower corolla length	
TRY	Flower corolla type	
TRY	Flower hairy	
TRY	Flower heteromorphy	
TRY	Flower heterostyly	
TRY	Flower insemination autogamous or xenogamous	
TRY	Flower number of pollen per ovule	
TRY	Flower number per plant	
TRY	Flower onset of flowering (first flowering date, flowering beginning)	
TRY	Flower petal number	
TRY	Flower pollinator and type of reward	
TRY	Flower presence	
TRY	Flower sex	
TRY	Flower sex timing	
TRY	Flower sexual self-incompatibility mechanism	
TRY	Flower sexual syndrome (dichogamy, cleistogamy, dioecious, monoecious)	
TRY	Flower stamen number	
TRY	Flower symmetry type (flower shape)	
TRY	Flower UV light reflectance	
TRY	Flowering requirement (requirement for fertility)	
TRY	Fruit dehiscence type	
TRY	Fruit diameter	
TRY	Fruit length	
TRY	Fruit mass	
TRY	Fruit palatability	
TRY	Fruit pericarp type	
TRY	Fruit surface type	
TRY	Fruit type	
TRY	Fruit/seed abundance	
TRY	Fruit/seed color	
TRY	Fruit/seed conspicuous	
TRY	Inflorescence diameter at base	
TRY	Inflorescence diameter at top	
TRY	Inflorescence length (height)	
TRY	Inflorescence nectar sugar concentration	
TRY	Inflorescence nectar volume	
TRY	Inflorescence percentage of flowers open	
TRY	Inflorescence position at the shoot axis	
TRY	Inflorescence type	
TRY	Inflorescence: number of flowers per inflorescence	
TRY	Leaf aluminium (Al) content per leaf dry mass	Physiology
TRY	Leaf and fine root turnover	
TRY	Leaf and leaf-structures fresh to dry shrinkage ratio (length, width, thickness, area)	
TRY	Leaf and leaf-structures fresh to dry shrinkage ratio (mass)	
TRY	Leaf angle (inclination, orientation)	
TRY	Leaf anthocyanin content per leaf area	
TRY	Leaf anthocyanin content per leaf dry mass	
TRY	Leaf antimony (Sb) content per leaf dry mass	
TRY	Leaf area (cotyledons)	
TRY	Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)	
TRY	Leaf area (in case of compound leaves: leaf, petiole excluded)	
TRY	Leaf area (in case of compound leaves: leaf, petiole included)	
TRY	Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)	
TRY	Leaf area (in case of compound leaves: leaflet, petiole excluded)	
TRY	Leaf area (in case of compound leaves: leaflet, petiole included)	
TRY	Leaf area (in case of compound leaves: leaflet, undefined if petiole is in- or excluded)	
TRY	Leaf area fraction in given age class	
TRY	Leaf area index (LAI) of a single plant	
TRY	Leaf area index (LAI) total per LAI projected	
TRY	Leaf area per dry mass (cotyledons, specific leaf area (SLA) of cotyledons)	
TRY	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA) petiole, rhachis and midrib excluded	
TRY	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded	
TRY	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	
TRY	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	
TRY	Leaf area per leaf fresh mass (specific leaf area (SLA or 1/LMA) based on leaf fresh mass)	
TRY	Leaf area per leaf perimeter	
TRY	Leaf area per metamer dry mass	
TRY	Leaf area per plant	
TRY	Leaf area per plant dry mass (leaf area ratio; LAR)	
TRY	Leaf area total at given shoot height	
TRY	Leaf area-specific conductivity (leaf specific conductivity)	
TRY	Leaf aromatic	
TRY	Leaf arsenic (As) content per leaf dry mass	
TRY	Leaf ash content per leaf dry mass	
TRY	Leaf barium (Ba) content per leaf dry mass	
TRY	Leaf boron (B) content per leaf dry mass	
TRY	Leaf bromine (Br) content per leaf dry mass	
TRY	Leaf cadmium (Cd) content per leaf dry mass	Physiology
TRY	Leaf caesium (Cs) content per leaf dry mass	
TRY	Leaf calcium (Ca) content per leaf	Physiology
TRY	Leaf calcium (Ca) content per leaf dry mass	Physiology
TRY	Leaf carbon (C) content per dry mass (cotyledons)	Physiology
TRY	Leaf carbon (C) content per leaf area	Physiology
TRY	Leaf carbon (C) content per leaf dry mass	Physiology
TRY	Leaf carbon (C) isotope fractionation ('big' Delta 13C)	Physiology
TRY	Leaf carbon (C) isotope signature (delta 13C)	Physiology
TRY	Leaf carbon/nitrogen (C/N) ratio	Physiology
TRY	Leaf carbon/phosphorus (C/P) ratio	Physiology
TRY	Leaf carotenoid content per leaf area	
TRY	Leaf carotenoid content per leaf dry mass	
TRY	Leaf cell lumen area per leaf area	
TRY	Leaf cell lumen length	
TRY	Leaf cell lumen volume	
TRY	Leaf cell lumen width	
TRY	Leaf cell number per leaf area	
TRY	Leaf cell wall mass per leaf area	
TRY	Leaf cell wall mass per leaf dry mass	
TRY	Leaf cell wall nitrogen (N) content per cell wall dry mass	Physiology
TRY	Leaf cell wall nitrogen (N) content per leaf area	Physiology
TRY	Leaf cellulose content per leaf dry mass	
TRY	Leaf cerium (Ce) content per leaf dry mass	
TRY	Leaf chlorine (Cl) content per leaf dry mass	
TRY	Leaf chlorophyll a/b ratio	
TRY	Leaf chlorophyll content in SPAD units relative	
TRY	Leaf chlorophyll content per leaf area	
TRY	Leaf chlorophyll content per leaf area (Chl a)	
TRY	Leaf chlorophyll content per leaf area (Chl b)	
TRY	Leaf chlorophyll content per leaf carotene content	
TRY	Leaf chlorophyll content per leaf dry mass	
TRY	Leaf chlorophyll content per leaf dry mass (Chl a)	
TRY	Leaf chlorophyll content per leaf dry mass (Chl b)	
TRY	Leaf chlorophyll content per leaf nitrogen (N) content	Physiology
TRY	Leaf chlorophyll fluorescence	
TRY	Leaf chloroplast surface area exposed to internal airspace	
TRY	Leaf chromium (Cr) content per leaf dry mass	Physiology
TRY	Leaf clumping factor	
TRY	Leaf cobalt (Co) content per leaf dry mass	
TRY	Leaf color	
TRY	Leaf compoundness	
TRY	Leaf construction cost per leaf area	
TRY	Leaf construction cost per leaf dry mass	
TRY	Leaf contact angle of water droplets	
TRY	Leaf copper (Cu) content per leaf dry mass	Physiology
TRY	Leaf cuticula thickness	
TRY	Leaf cuticular conductance	
TRY	Leaf density (leaf tissue density, leaf dry mass per leaf volume)	
TRY	Leaf display type	
TRY	Leaf distribution along the shoot axis (arrangement type)	
TRY	Leaf distribution along the shoot axis (number)	
TRY	Leaf dry mass (cotyledons)	
TRY	Leaf dry mass (paracotyledons)	
TRY	Leaf dry mass (single leaf)	
TRY	Leaf dry mass fraction per leaf age class	
TRY	Leaf dry mass loss during leaf senescence	
TRY	Leaf dry mass per area (LMA) versus leaf nitrogen (N) content	Physiology
TRY	Leaf dry mass per branch	
TRY	Leaf dry mass per fresh mass (cotyledons, cotyledon LDMC)	
TRY	Leaf dry mass per ground area	
TRY	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	
TRY	Leaf dry mass per metamer dry mass	
TRY	Leaf dysprosium (Dy) content per leaf dry mass	
TRY	Leaf elastic modulus	
TRY	Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)	
TRY	Leaf energy content	
TRY	Leaf epidermis area per leaf area	
TRY	Leaf epidermis cell area	
TRY	Leaf epidermis cell length	
TRY	Leaf epidermis cell wall thickness	
TRY	Leaf epidermis conductance	
TRY	Leaf epidermis thickness	
TRY	Leaf epidermis volume per leaf volume	
TRY	Leaf europium (Eu) content per leaf dry mass	
TRY	Leaf floating capacity	
TRY	Leaf fraction of nitrogen (N) in cell wall	Physiology
TRY	Leaf fresh mass	
TRY	Leaf fresh mass (cotyledons)	
TRY	Leaf gadolinium (Gd) content per leaf dry mass	
TRY	Leaf gold (Au) content per leaf dry mass	
TRY	Leaf hafnium (Hf) content per leaf dry mass	
TRY	Leaf hemi-cellulose content per leaf dry mass	
TRY	Leaf herbivore species	
TRY	Leaf heterophylly	
TRY	Leaf homeostatic regulation coefficient of N/P (nitrogen to phosphorus) ratio	Physiology
TRY	Leaf homeostatic regulation coefficient of nitrogen content per dry mass	Physiology
TRY	Leaf homeostatic regulation coefficient of phosphorus content per dry mass	Physiology
TRY	Leaf hydraulic conductance	
TRY	Leaf hydrogen (H) content per leaf dry mass	
TRY	Leaf hypodermis thickness	
TRY	Leaf hypodermis volume per leaf volume	
TRY	Leaf inrolling of lamina	
TRY	Leaf intercellular airspace area per leaf area	
TRY	Leaf intercellular volume	
TRY	Leaf intercellular volume per leaf volume	
TRY	Leaf iron (Fe) content per leaf dry mass	Physiology
TRY	Leaf isoprene emission category	
TRY	Leaf isoprene emission rate per leaf area	
TRY	Leaf isoprene emission rate per leaf dry mass	
TRY	Leaf lamina dissection index: lamina perimeter / square root of lamina area	
TRY	Leaf lanthanum (La) content per leaf dry mass	
TRY	Leaf lead (Pb) content per leaf dry mass	Physiology
TRY	Leaf length	
TRY	Leaf length excluding petiole (leaf lamina length)	
TRY	Leaf lifespan (longevity)	
TRY	Leaf light absorption (extinction)	
TRY	Leaf light transmittance	
TRY	Leaf lignin content per leaf dry mass	
TRY	Leaf lithium (Li) content per leaf dry mass	
TRY	Leaf lutetium (Lu) content per leaf dry mass	
TRY	Leaf magnesium (Mg) content per leaf	Physiology
TRY	Leaf magnesium (Mg) content per leaf area	Physiology
TRY	Leaf magnesium (Mg) content per leaf dry mass	Physiology
TRY	Leaf manganese (Mn) content per leaf dry mass	Physiology
TRY	Leaf margin type	
TRY	Leaf mercury (Hg) content per leaf dry mass	Physiology
TRY	Leaf mesophyll area per leaf area	
TRY	Leaf mesophyll cell area	
TRY	leaf mesophyll cell area per leaf area	
TRY	Leaf mesophyll cell lumen thickness	
TRY	Leaf mesophyll cell thickness	
TRY	Leaf mesophyll cell volume	
TRY	Leaf mesophyll cell wall thickness	
TRY	Leaf mesophyll conductance	
TRY	Leaf mesophyll conductance for CO2 per unit chloroplast surface area	
TRY	Leaf mesophyll density (number of mesophyll cells per area)	
TRY	Leaf mesophyll palisade parenchym thickness	
TRY	Leaf mesophyll palisade parenchym volume per leaf spongiophyll volume	
TRY	Leaf mesophyll palisade parenchym volume per leaf volume	
TRY	Leaf mesophyll palisade parenchyma cell area	
TRY	Leaf mesophyll porosity (air space versus volume or area)	
TRY	Leaf mesophyll spongiophyll thickness	
TRY	Leaf mesophyll spongiophyll volume per leaf volume	
TRY	Leaf mesophyll surface area exposed to internal airspace	
TRY	Leaf mesophyll thickness	
TRY	Leaf mid vein conductivity	
TRY	Leaf mid vein cross-sectional area	
TRY	Leaf mid vein length	
TRY	Leaf mid vein support tissue thickness	
TRY	Leaf mid vein thickness	
TRY	Leaf mid vein vascular bundle diameter	
TRY	Leaf mid vein vessel diameter	
TRY	Leaf mid vein xylem conduits number	
TRY	Leaf mineral content per leaf dry mass	
TRY	Leaf minus soil nitrogen (N) isotope signature (leaf delta 15N minus soil delta 15N)	Physiology
TRY	Leaf molybdenum (Mo) content per leaf dry mass	
TRY	Leaf neodymium (Nd) content per leaf dry mass	
TRY	Leaf nickel (Ni) content per leaf dry mass	Physiology
TRY	Leaf nitrate (NO3-) content per leaf dry mass	
TRY	Leaf nitrate reductase activity	
TRY	Leaf nitrogen (N) content organic per leaf dry mass	Physiology
TRY	Leaf nitrogen (N) content per dry mass (cotyledons)	Physiology
TRY	Leaf nitrogen (N) content per leaf	Physiology
TRY	Leaf nitrogen (N) content per leaf area	Physiology
TRY	Leaf nitrogen (N) content per leaf dry mass	Physiology
TRY	Leaf nitrogen (N) fraction in ammonium (NH4+)	Physiology
TRY	Leaf nitrogen (N) fraction in N2	Physiology
TRY	Leaf nitrogen (N) fraction in nitrate (NO3-)	Physiology
TRY	Leaf nitrogen (N) fraction in Rubisco	Physiology
TRY	Leaf nitrogen (N) isotope signature (delta 15N)	Physiology
TRY	Leaf nitrogen (N) retranslocation prior to leaf senescence	Physiology
TRY	Leaf nitrogen (N) uptake rate	Physiology
TRY	Leaf nitrogen/phosphorus (N/P) ratio	Physiology
TRY	Leaf non-structural carbon (TNC) content per leaf dry mass	Physiology
TRY	Leaf number of chloroplasts per leaf mesopyll cell	
TRY	Leaf oxygen (O) isotope signature (delta 18O)	Physiology
TRY	Leaf palatability	
TRY	Leaf perimeter	
TRY	Leaf perimeter excluding petiol (leaf lamina perimeter)	
TRY	Leaf petiole diameter	
TRY	Leaf petiole dry mass	
TRY	Leaf petiole dry mass per petiole fresh mass (leaf petiole dry matter content; PDMC)	
TRY	Leaf petiole fresh mass	
TRY	Leaf petiole length	
TRY	Leaf petiole mass per metamer mass	
TRY	Leaf petiole projected area	
TRY	Leaf petiole projected area per petiole dry mass (specific leaf area (SLA) of leaf petiole)	
TRY	Leaf petiole specific length (petiole length per petiole dry mass)	
TRY	Leaf pH	
TRY	Leaf phenology type	Phenology
TRY	Leaf phenols content per leaf dry mass	Physiology
TRY	Leaf phosphorus (P) content per leaf	Physiology
TRY	Leaf phosphorus (P) content per leaf area	Physiology
TRY	Leaf phosphorus (P) content per leaf dry mass	Physiology
TRY	Leaf phosphorus (P) retranslocation prior to leaf senescence	Physiology
TRY	Leaf photosynthesis carboxylation capacity (Vcmax) per leaf area (Farquhar model)	Physiology
TRY	Leaf photosynthesis carboxylation capacity (Vcmax) per leaf dry mass (Farquhar model)	Physiology
TRY	Leaf photosynthesis carboxylation capacity (Vcmax) per leaf nitrogen (N) content (Farquhar model)	Physiology
TRY	Leaf photosynthesis carboxylation capacity (Vcmax) temperature dependence (Farquhar model)	Physiology
TRY	Leaf photosynthesis CO2 compensation point	Physiology
TRY	Leaf photosynthesis CO2 concentration at chloroplast	Physiology
TRY	Leaf photosynthesis drawdown of CO2 concentration from ambient airspace to intercellular airspace	Physiology
TRY	Leaf photosynthesis drawdown of CO2 concentration from intercellular airspace to chloroplast	Physiology
TRY	Leaf photosynthesis electron transport capacity (Jmax) per leaf area (Farquhar model)	Physiology
TRY	Leaf photosynthesis electron transport capacity (Jmax) per leaf dry mass (Farquhar model)	Physiology
TRY	Leaf photosynthesis electron transport capacity (Jmax) per leaf nitrogen (N) content (Farquhar model)	Physiology
TRY	Leaf photosynthesis electron transport capacity (Jmax) temperature dependence (Farquhar model)	Physiology
TRY	Leaf photosynthesis irradiance at saturation	Physiology
TRY	Leaf photosynthesis light compensation point	Physiology
TRY	Leaf photosynthesis light response curvatur	Physiology
TRY	Leaf photosynthesis light use efficiency (LUE)	Physiology
TRY	Leaf photosynthesis oxygenation capacity (Farquhar model)	Physiology
TRY	Leaf photosynthesis pathway	Physiology
TRY	Leaf photosynthesis photoperiodism: threshold value	Physiology
TRY	Leaf photosynthesis photoperiodism: type	Physiology
TRY	Leaf photosynthesis quantum yield (QY; corresponding to photosynthetic efficiency)	Physiology
TRY	Leaf photosynthesis rate per leaf area	Physiology
TRY	Leaf photosynthesis rate per leaf area: transition to TPU limited photosynthesis	Physiology
TRY	Leaf photosynthesis rate per leaf dry mass	Physiology
TRY	Leaf photosynthesis rate per leaf nitrogen (N) content (photosynthetic nitrogen use efficiency, PNUE)	Physiology
TRY	Leaf photosynthesis rate per leaf transpiration (photosynthetic water use effinciency: WUE)	Physiology
TRY	Leaf photosynthesis rate per stomatal conductance	Physiology
TRY	Leaf photosynthesis temperature dependence	Physiology
TRY	Leaf photosynthesis: intercellular CO2 concentration	Physiology
TRY	Leaf photosynthesis: intercellular CO2 concentration to ambient CO2 (ci/ca)	Physiology
TRY	Leaf photosynthesis: maximum rate of PEPc carboxylation (Vpmax) per leaf area	Physiology
TRY	Leaf photosynthesis: quantum efficiency of photosystem II (maximum potential; FvFm)	Physiology
TRY	Leaf photosynthetic A/Ci curve: intercellular CO2 concentration	Physiology
TRY	Leaf photosynthetic A/Ci curve: photosynthetic rate per leaf area	Physiology
TRY	Leaf photosynthetic A/Ci curve: stomata conductance per leaf area	Physiology
TRY	Leaf photosynthetic A/Ci curve: transpiration rate per leaf area	Physiology
TRY	Leaf porosity	
TRY	Leaf potassium (K) content per leaf	Physiology
TRY	Leaf potassium (K) content per leaf area	Physiology
TRY	Leaf potassium (K) content per leaf dry mass	Physiology
TRY	Leaf presence	
TRY	Leaf protein content per leaf dry mass	
TRY	Leaf relative water content (leaf water content fresh / leaf water content saturated; RWC)	
TRY	Leaf respiration coefficient: growth	Physiology
TRY	Leaf respiration coefficient: maintenance	Physiology
TRY	Leaf respiration intercellular CO2 concentration at nighttime	Physiology
TRY	Leaf respiration rate in light per dry mass	Physiology
TRY	Leaf respiration rate in light per leaf area	Physiology
TRY	Leaf respiration rate in light per leaf respiration rate in the dark	Physiology
TRY	Leaf respiration rate in the dark as fraction of photosynthetic carboxylation capacity (Vcmax)	Physiology
TRY	Leaf respiration rate in the dark minus respiration in light, mass based	Physiology
TRY	Leaf respiration rate in the dark per leaf area	Physiology
TRY	Leaf respiration rate in the dark per leaf dry mass	Physiology
TRY	Leaf respiration rate in the dark per leaf nitrogen (N) content	Physiology
TRY	Leaf respiration rate in the dark temperature dependence	Physiology
TRY	Leaf revolute or involute	
TRY	Leaf rhachis area per dry mass (specific leaf area (SLA) of leaf rhachis)	
TRY	Leaf rhachis dry mass	
TRY	Leaf rhachis dry mass per leaf rhachis fresh mass (leaf rhachis dry matter content; LRDMC)	
TRY	Leaf rhachis fresh mass	
TRY	Leaf rhachis length	
TRY	Leaf rhachis projected area	
TRY	Leaf rubidium (Rb) content per leaf dry mass	
TRY	Leaf Rubisco content per leaf area	
TRY	Leaf samarium (Sm) content per leaf dry mass	
